,Title,Company,url,Location,company_url
0,Software Engineer,Opendoor,https://ca.linkedin.com/jobs/view/software-engineer-at-opendoor-4420991755?position=1&pageNum=0&refId=LqYmknCaLyv%2BawN%2F0D3F1Q%3D%3D&trackingId=XflMMmz6CRSHY9W6xIVIZA%3D%3D,"Toronto, Ontario, Canada",https://www.linkedin.com/company/opendoor-com?trk=public_jobs_jserp-result_job-search-card-subtitle
1,"Software Engineer, User Profile",StackAdapt,https://ca.linkedin.com/jobs/view/software-engineer-user-profile-at-stackadapt-4440542736?position=2&pageNum=0&refId=LqYmknCaLyv%2BawN%2F0D3F1Q%3D%3D&trackingId=LotTGec%2F5mc%2BVutI8na8QQ%3D%3D,"Waterloo, Ontario, Canada",https://ca.linkedin.com/company/stackadapt?trk=public_jobs_jserp-result_job-search-card-subtitle
2,Intermediate Applications Software Developer,BlackBerry,https://ca.linkedin.com/jobs/view/intermediate-applications-software-developer-at-blackberry-4440352079?position=3&pageNum=0&refId=LqYmknCaLyv%2BawN%2F0D3F1Q%3D%3D&trackingId=KSoKLDeMll9w7KAAJTpOfA%3D%3D,"Waterloo, Ontario, Canada",https://ca.linkedin.com/company/blackberry?trk=public_jobs_jserp-result_job-search-card-subtitle
3,Software Engineer,Acceldata,https://ca.linkedin.com/jobs/view/software-engineer-at-acceldata-4437663882?position=4&pageNum=0&refId=LqYmknCaLyv%2BawN%2F0D3F1Q%3D%3D&trackingId=WM43tuO9Qelax4trkglXNA%3D%3D,"Kitchener, Ontario, Canada",https://www.linkedin.com/company/acceldata?trk=public_jobs_jserp-result_job-search-card-subtitle
4,Software Engineer,Adamson Systems Engineering,https://ca.linkedin.com/jobs/view/software-engineer-at-adamson-systems-engineering-4440821230?position=5&pageNum=0&refId=LqYmknCaLyv%2BawN%2F0D3F1Q%3D%3D&trackingId=NoXH8fDatpNkHZYw7ceRTg%3D%3D,"Port Perry, Ontario, Canada",https://ca.linkedin.com/company/adamson-systems-engineering?trk=public_jobs_jserp-result_job-search-card-subtitle
5,"Software Engineer, User Profile",StackAdapt,https://ca.linkedin.com/jobs/view/software-engineer-user-profile-at-stackadapt-4440549383?position=6&pageNum=0&refId=LqYmknCaLyv%2BawN%2F0D3F1Q%3D%3D&trackingId=m776%2Fnc52tgQRgfpZfJyTQ%3D%3D,"Ottawa, Ontario, Canada",https://ca.linkedin.com/company/stackadapt?trk=public_jobs_jserp-result_job-search-card-subtitle
6,"Full Stack Engineer, Link",Stripe,https://ca.linkedin.com/jobs/view/full-stack-engineer-link-at-stripe-4440387158?position=7&pageNum=0&refId=LqYmknCaLyv%2BawN%2F0D3F1Q%3D%3D&trackingId=3QjRKn0kbd%2BdLfk6iYvc5Q%3D%3D,"Toronto, Ontario, Canada",https://www.linkedin.com/company/stripe?trk=public_jobs_jserp-result_job-search-card-subtitle
7,Software Developer - Hardware Architecture Tooling,Xanadu,https://ca.linkedin.com/jobs/view/software-developer-hardware-architecture-tooling-at-xanadu-4440555122?position=8&pageNum=0&refId=LqYmknCaLyv%2BawN%2F0D3F1Q%3D%3D&trackingId=GKdu7Yk7iqN69nj2yJd0Ww%3D%3D,"Toronto, Ontario, Canada",https://ca.linkedin.com/company/xanaduai?trk=public_jobs_jserp-result_job-search-card-subtitle
8,"Software Developer, Fleet Manager",Rockwell Automation,https://ca.linkedin.com/jobs/view/software-developer-fleet-manager-at-rockwell-automation-4440859501?position=9&pageNum=0&refId=LqYmknCaLyv%2BawN%2F0D3F1Q%3D%3D&trackingId=%2FnbLZLn3nlJEDz0CWdiFBw%3D%3D,"Kitchener, Ontario, Canada",https://www.linkedin.com/company/rockwell-automation?trk=public_jobs_jserp-result_job-search-card-subtitle
9,Software Engineer Fullstack,Dominion Dynamics,https://ca.linkedin.com/jobs/view/software-engineer-fullstack-at-dominion-dynamics-4439495194?position=10&pageNum=0&refId=LqYmknCaLyv%2BawN%2F0D3F1Q%3D%3D&trackingId=YESglIjndevEtaGCjVCtnw%3D%3D,"Ottawa, Ontario, Canada",https://www.linkedin.com/company/dominiondynamics?trk=public_jobs_jserp-result_job-search-card-subtitle
