,Title,Company,url,Location,company_url
0,"Senior Software Engineer, Backend (Reliability Platform)",Affirm,https://ca.linkedin.com/jobs/view/senior-software-engineer-backend-reliability-platform-at-affirm-4448554764?position=1&pageNum=5&refId=Vx%2BjNc90te7BDXS2dB9EuQ%3D%3D&trackingId=thJnpJ%2BFD6Fazg56e6i7oA%3D%3D,"Ottawa, Ontario, Canada",https://www.linkedin.com/company/affirm?trk=public_jobs_jserp-result_job-search-card-subtitle
1,Full Stack Developer,Nex Globe Technologies,https://ca.linkedin.com/jobs/view/full-stack-developer-at-nex-globe-technologies-4447313224?position=2&pageNum=5&refId=Vx%2BjNc90te7BDXS2dB9EuQ%3D%3D&trackingId=2LdmoxRLMbm9cEvnUpyH2g%3D%3D,"Cambridge, Ontario, Canada",https://ca.linkedin.com/company/nex-globe-technologies-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle
2,Staff Software Engineer,Braze,https://ca.linkedin.com/jobs/view/staff-software-engineer-at-braze-4449007217?position=3&pageNum=5&refId=Vx%2BjNc90te7BDXS2dB9EuQ%3D%3D&trackingId=s9j2vacqcE8EApMPCTEjgg%3D%3D,"Toronto, Ontario, Canada",https://www.linkedin.com/company/braze?trk=public_jobs_jserp-result_job-search-card-subtitle
3,Staff Engineer - Toronto,Sokin,https://ca.linkedin.com/jobs/view/staff-engineer-toronto-at-sokin-4448209306?position=4&pageNum=5&refId=Vx%2BjNc90te7BDXS2dB9EuQ%3D%3D&trackingId=hwZJuPlsuwx5%2Bf%2Fj8r5K3g%3D%3D,"Toronto, Ontario, Canada",https://uk.linkedin.com/company/sokin?trk=public_jobs_jserp-result_job-search-card-subtitle
4,Senior Java Developer,Descartes Systems Group,https://ca.linkedin.com/jobs/view/senior-java-developer-at-descartes-systems-group-4449095502?position=5&pageNum=5&refId=Vx%2BjNc90te7BDXS2dB9EuQ%3D%3D&trackingId=Ail68RT22JBezjVFa8bshw%3D%3D,"Waterloo, Ontario, Canada",https://ca.linkedin.com/company/descartes-systems-group?trk=public_jobs_jserp-result_job-search-card-subtitle
5,Staff Software Engineer,Carta,https://ca.linkedin.com/jobs/view/staff-software-engineer-at-carta-4380826388?position=7&pageNum=5&refId=Vx%2BjNc90te7BDXS2dB9EuQ%3D%3D&trackingId=phQLRxKQf4f9%2F6UiwFgROw%3D%3D,"Toronto, Ontario, Canada",https://www.linkedin.com/company/carta--?trk=public_jobs_jserp-result_job-search-card-subtitle
6,Senior Backend Software Developer,Transactix,https://ca.linkedin.com/jobs/view/senior-backend-software-developer-at-transactix-4447350566?position=8&pageNum=5&refId=Vx%2BjNc90te7BDXS2dB9EuQ%3D%3D&trackingId=h%2FGmnwR2qAmd74D2gd0SIg%3D%3D,"Greater Toronto Area, Canada",https://ca.linkedin.com/company/transactix-inc?trk=public_jobs_jserp-result_job-search-card-subtitle
7,Python Developer,Dexian,https://ca.linkedin.com/jobs/view/python-developer-at-dexian-4442910120?position=9&pageNum=5&refId=Vx%2BjNc90te7BDXS2dB9EuQ%3D%3D&trackingId=W0f3%2BhC2S3pnf5vUkzaHbQ%3D%3D,"Mississauga, Ontario, Canada",https://www.linkedin.com/company/dexiansolutions?trk=public_jobs_jserp-result_job-search-card-subtitle
8,"Senior Software Engineer, Backend (Reliability Platform)",Affirm,https://ca.linkedin.com/jobs/view/senior-software-engineer-backend-reliability-platform-at-affirm-4448553914?position=10&pageNum=5&refId=Vx%2BjNc90te7BDXS2dB9EuQ%3D%3D&trackingId=c5ysI5JppEEu6eduVhSaBg%3D%3D,"Kitchener, Ontario, Canada",https://www.linkedin.com/company/affirm?trk=public_jobs_jserp-result_job-search-card-subtitle
