,Title,Company,url,Location,company_url
0,Software Developer 1,Intuit,https://ca.linkedin.com/jobs/view/software-developer-1-at-intuit-4378933732?position=1&pageNum=0&refId=a3a%2BJ5dTgds9hidncKCdZg%3D%3D&trackingId=xLyXkSHYg4azNHUNUHT%2Bgw%3D%3D,"Toronto, Ontario, Canada",https://www.linkedin.com/company/intuit?trk=public_jobs_jserp-result_job-search-card-subtitle
1,Software Developer - Early Career,General Motors,https://ca.linkedin.com/jobs/view/software-developer-early-career-at-general-motors-4310479049?position=2&pageNum=0&refId=a3a%2BJ5dTgds9hidncKCdZg%3D%3D&trackingId=DLseyfYs9j2mgOwEKSPcqg%3D%3D,"Markham, Ontario, Canada",https://www.linkedin.com/company/general-motors?trk=public_jobs_jserp-result_job-search-card-subtitle
2,Software Developer - Early Career,General Motors,https://ca.linkedin.com/jobs/view/software-developer-early-career-at-general-motors-4310480018?position=3&pageNum=0&refId=a3a%2BJ5dTgds9hidncKCdZg%3D%3D&trackingId=lmpxy5%2FlP%2BpFbpE9G%2BSdxg%3D%3D,"Oshawa, Ontario, Canada",https://www.linkedin.com/company/general-motors?trk=public_jobs_jserp-result_job-search-card-subtitle
3,Software Developer,Scotiabank,https://ca.linkedin.com/jobs/view/software-developer-at-scotiabank-4390700578?position=4&pageNum=0&refId=a3a%2BJ5dTgds9hidncKCdZg%3D%3D&trackingId=aW8Jeli2Sgdi2hJ%2ByxdFpg%3D%3D,"Toronto, Ontario, Canada",https://ca.linkedin.com/company/scotiabank?trk=public_jobs_jserp-result_job-search-card-subtitle
4,"Software Developer, Platform",Staples Canada,https://ca.linkedin.com/jobs/view/software-developer-platform-at-staples-canada-4371068013?position=5&pageNum=0&refId=a3a%2BJ5dTgds9hidncKCdZg%3D%3D&trackingId=RnH6ZGP8r%2BJVKmOswzWYow%3D%3D,"Richmond Hill, Ontario, Canada",https://ca.linkedin.com/company/staples-canada?trk=public_jobs_jserp-result_job-search-card-subtitle
5,Software Engineer,Scotiabank,https://ca.linkedin.com/jobs/view/software-engineer-at-scotiabank-4373338307?position=6&pageNum=0&refId=a3a%2BJ5dTgds9hidncKCdZg%3D%3D&trackingId=KyE%2F5iUtxveGygTydHHrdQ%3D%3D,"Toronto, Ontario, Canada",https://ca.linkedin.com/company/scotiabank?trk=public_jobs_jserp-result_job-search-card-subtitle
6,Software Engineer - FullStack,Opendoor,https://ca.linkedin.com/jobs/view/software-engineer-fullstack-at-opendoor-4391160662?position=7&pageNum=0&refId=a3a%2BJ5dTgds9hidncKCdZg%3D%3D&trackingId=acfwiJciQYFddIGB3R7Tdw%3D%3D,"Toronto, Ontario, Canada",https://www.linkedin.com/company/opendoor-com?trk=public_jobs_jserp-result_job-search-card-subtitle
7,"Software Engineer – Backend, Pricing",Opendoor,https://ca.linkedin.com/jobs/view/software-engineer-%E2%80%93-backend-pricing-at-opendoor-4391168300?position=8&pageNum=0&refId=a3a%2BJ5dTgds9hidncKCdZg%3D%3D&trackingId=z0Z6AiRPM%2BQjSRgOYi5CDw%3D%3D,"Toronto, Ontario, Canada",https://www.linkedin.com/company/opendoor-com?trk=public_jobs_jserp-result_job-search-card-subtitle
8,Software Engineer (C++/Java),Scotiabank,https://ca.linkedin.com/jobs/view/software-engineer-c%2B%2B-java-at-scotiabank-4374081360?position=9&pageNum=0&refId=a3a%2BJ5dTgds9hidncKCdZg%3D%3D&trackingId=a2eqlNQ5AF5MJSskGVxROA%3D%3D,"Toronto, Ontario, Canada",https://ca.linkedin.com/company/scotiabank?trk=public_jobs_jserp-result_job-search-card-subtitle
9,Software Engineer (Java),Scotiabank,https://ca.linkedin.com/jobs/view/software-engineer-java-at-scotiabank-4374077414?position=10&pageNum=0&refId=a3a%2BJ5dTgds9hidncKCdZg%3D%3D&trackingId=GWe0%2FFQa8HsyAwYDEz79SQ%3D%3D,"Toronto, Ontario, Canada",https://ca.linkedin.com/company/scotiabank?trk=public_jobs_jserp-result_job-search-card-subtitle
